Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,,-133879000.0,-187933000.0,-160430000.0,,38058000.0,33873000.0,28272000.0,,221351000.0,206757000.0,271917000.0,,4248819000.0,4123888000.0,4329542000.0,,1915093000.0,2097093000.0,1878960000.0,,2523750000.0,2742024000.0,2534082000.0,,1.08,1.17,0.92,New York Stock Exchange Inc.,,45932000.0,61042000.0,43671000.0,,12755000.0,12593000.0,10250000.0,1,,398586000.0,398663000.0,398807000.0,3365642.25,,144988000.0,155748000.0,122662000.0,,206253000.0,241896000.0,190775000.0,,750323000.0,733580000.0,758209000.0,,5205395000.0,5099364000.0,5278526000.0,,6929902000.0,7216222000.0,7065305000.0,,2836434000.0,2831644000.0,2843916000.0,,1654907000.0,1762171000.0,1847454000.0,,5274995000.0,5454051000.0,5217851000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
CIVB,CIVISTA BANCSHARES INC,Financials,,,-4093000.0,-161000.0,57210000.0,76112000.0,64605000.0,91416000.0,12193000.0,12680000.0,22621000.0,3612000.0,37496000.0,38303000.0,39698000.0,40053000.0,,,,,500500000.0,287047000.0,339000000.0,360000000.0,0.45,0.53,0.63,0.66,NASDAQ,1020000.0,1551000.0,1485000.0,1772000.0,22842000.0,23508000.0,21879000.0,20960000.0,1,113023000.0,111984000.0,111883000.0,111625000.0,126758.58,7064000.0,8366000.0,9893000.0,10168000.0,,,,,22842000.0,23508000.0,21879000.0,20960000.0,37496000.0,38303000.0,39698000.0,40053000.0,4011914000.0,4061423000.0,4098469000.0,4146717000.0,613523000.0,399031000.0,450883000.0,471625000.0,373808000.0,394438000.0,388502000.0,397434000.0,3638106000.0,3666985000.0,3709967000.0,3749283000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
UPWK,UPWORK INC,Industrials,-3747000.0,-4167000.0,-3865000.0,-6175000.0,182803000.0,288464000.0,305757000.0,304449000.0,39203000.0,91057000.0,8489000.0,36965000.0,43852000.0,43408000.0,42641000.0,41806000.0,855665000.0,904291000.0,911054000.0,938013000.0,285096000.0,284439000.0,268433000.0,274696000.0,0.17,0.2,1.03,0.27,NASDAQ,1181000.0,1126000.0,-128795000.0,7277000.0,22220000.0,27758000.0,147166000.0,37730000.0,1,357008000.0,357468000.0,357928000.0,358389000.0,507058.04,22220000.0,27758000.0,147166000.0,37730000.0,17781000.0,20793000.0,13583000.0,38690000.0,131496000.0,129575000.0,135259000.0,112210000.0,193129000.0,193776000.0,191483000.0,192706000.0,1008563000.0,1062659000.0,1211613000.0,1240066000.0,365655000.0,369464000.0,369119000.0,370410000.0,361096000.0,411171000.0,575377000.0,594342000.0,647467000.0,651488000.0,636236000.0,645724000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,-3202000.0,-36045000.0,-53868000.0,-34589000.0,4978000.0,5723000.0,6815000.0,5412000.0,18928000.0,16302000.0,20523000.0,12272000.0,7236000.0,7437000.0,7195000.0,7585000.0,17226000.0,18009000.0,17347000.0,17027000.0,632376000.0,649092000.0,671450000.0,698687000.0,-0.25,0.15,0.1,0.15,New York Stock Exchange Inc.,-1952000.0,3391000.0,2939000.0,3737000.0,6992000.0,7236000.0,7570000.0,7167000.0,1,14638000.0,14493000.0,14399000.0,14248000.0,87278.0,-1692000.0,3246000.0,2830000.0,3559000.0,8396000.0,8715000.0,6411000.0,9563000.0,18582000.0,18023000.0,21346000.0,17447000.0,34214000.0,34175000.0,34952000.0,34595000.0,1241215000.0,1242595000.0,1256486000.0,1269555000.0,625526000.0,640057000.0,657528000.0,692173000.0,578372000.0,564606000.0,555916000.0,538103000.0,662843000.0,677989000.0,700570000.0,731452000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
PRCH,PORCH GROUP INC,Information Technology,-3188000.0,-3377000.0,-3874000.0,-3346000.0,274246000.0,206728000.0,167643000.0,148794000.0,-25970000.0,12425000.0,-26602000.0,-11178000.0,94046000.0,47076000.0,11061000.0,39297000.0,480131000.0,406870000.0,365127000.0,318166000.0,486922000.0,491507000.0,414156000.0,320756000.0,-0.65,0.14,0.300361,0.08,NASDAQ,688000.0,-183000.0,1434000.0,903000.0,10326000.0,10645000.0,10778000.0,11246000.0,1,436635000.0,398882000.0,403788000.0,409160000.0,500787.05,-64323000.0,14382000.0,30474000.0,8395000.0,-52479000.0,-2504000.0,25080000.0,-1266000.0,69277000.0,66628000.0,64220000.0,66714000.0,110844000.0,111200000.0,100361000.0,104745000.0,876106000.0,867264000.0,813968000.0,802283000.0,436785000.0,399032000.0,403938000.0,409160000.0,-101909000.0,-77043000.0,-43225000.0,-32049000.0,978015000.0,944307000.0,857193000.0,834332000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
CNP,CENTERPOINT ENERGY INC,Utilities,-812000000.0,-844000000.0,-2012000000.0,-1038000000.0,66000000.0,112000000.0,24000000.0,1254000000.0,576000000.0,136000000.0,889000000.0,410000000.0,911000000.0,973000000.0,1286000000.0,1754000000.0,4080000000.0,4270000000.0,4381000000.0,4136000000.0,3410000000.0,3836000000.0,4045000000.0,4441000000.0,0.36,0.3,,0.45,New York Stock Exchange Inc.,141000000.0,125000000.0,137000000.0,154000000.0,217000000.0,195000000.0,222000000.0,238000000.0,1,18514000000.0,19729000000.0,20397000000.0,20362000000.0,6360708.0,228000000.0,193000000.0,248000000.0,297000000.0,467000000.0,424000000.0,483000000.0,649000000.0,527000000.0,459000000.0,493000000.0,517000000.0,1905000000.0,1856000000.0,2262000000.0,2920000000.0,40976000000.0,42893000000.0,43768000000.0,44486000000.0,19124000000.0,19877000000.0,20963000000.0,22187000000.0,10354000000.0,10535000000.0,10666000000.0,10955000000.0,30622000000.0,32358000000.0,33102000000.0,33531000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
SWK,STANLEY BLACK & DECKER INC,Industrials,-87200000.0,-86500000.0,-114500000.0,-65000000.0,318500000.0,298700000.0,290500000.0,344800000.0,573000000.0,285800000.0,679100000.0,-420000000.0,2883200000.0,2630700000.0,2576400000.0,2623800000.0,6785000000.0,6830900000.0,6377700000.0,7009100000.0,5342800000.0,5292300000.0,4916900000.0,6348700000.0,-0.07,0.6,1.28,0.6,New York Stock Exchange Inc.,-2900000.0,-1600000.0,-69500000.0,37200000.0,121300000.0,131400000.0,114400000.0,126400000.0,1,5602400000.0,5604100000.0,5602600000.0,4755200000.0,3023905.66,-11200000.0,91100000.0,194900000.0,90400000.0,312600000.0,323500000.0,288900000.0,253800000.0,828600000.0,797100000.0,855200000.0,867000000.0,4024400000.0,3751300000.0,3720500000.0,3744600000.0,22454200000.0,22481800000.0,21848900000.0,22496200000.0,6594900000.0,6491700000.0,6229600000.0,6739800000.0,8721900000.0,8859200000.0,8719900000.0,8841600000.0,13732300000.0,13622600000.0,13129000000.0,13654600000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
ICFI,ICF INTERNATIONAL INC,Industrials,-5166000.0,-5167000.0,-5871000.0,-3452000.0,4056000.0,6911000.0,4960000.0,5718000.0,60636000.0,25549000.0,95360000.0,-33034000.0,329331000.0,325047000.0,317105000.0,302542000.0,464591000.0,493115000.0,492074000.0,510829000.0,392043000.0,407790000.0,449180000.0,381527000.0,1.36,1.73,1.3,1.44,NASDAQ,9129000.0,5251000.0,6489000.0,3150000.0,7703000.0,7195000.0,6454000.0,7337000.0,1,421560000.0,405396000.0,411743000.0,502044000.0,455094.0,25611000.0,32679000.0,24563000.0,26851000.0,42407000.0,46024000.0,36467000.0,38390000.0,140291000.0,145927000.0,142752000.0,146686000.0,512029000.0,516998000.0,496324000.0,487618000.0,2005777000.0,2028178000.0,2066353000.0,2075098000.0,636433000.0,615788000.0,602272000.0,687192000.0,943325000.0,976317000.0,982459000.0,968868000.0,1062452000.0,1051861000.0,1083894000.0,1106230000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
WEST,WESTROCK COFFEE,Consumer Staples,-36252000.0,-36386000.0,-18203000.0,-41311000.0,24316000.0,22359000.0,26151000.0,33052000.0,-23670000.0,-332000.0,2780000.0,-22121000.0,166986000.0,183775000.0,190965000.0,184723000.0,332525000.0,336634000.0,333643000.0,363820000.0,253867000.0,242028000.0,277870000.0,309462000.0,-0.2,-0.16,,-0.29,NASDAQ,-4645000.0,84000.0,2474000.0,1828000.0,7453000.0,6889000.0,11935000.0,11569000.0,1,329926000.0,375811000.0,375586000.0,406348000.0,54151.22,-17759000.0,-14259000.0,-24607000.0,-27218000.0,-10207000.0,-9047000.0,-4943000.0,-11271000.0,51610000.0,46132000.0,42955000.0,40344000.0,208389000.0,220860000.0,228977000.0,213796000.0,1056373000.0,1077114000.0,1101780000.0,1138704000.0,455902000.0,504462000.0,504994000.0,539805000.0,355570000.0,384278000.0,371332000.0,345175000.0,700803000.0,692836000.0,730448000.0,793529000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
CASY,CASEYS GENERAL STORES INC,Consumer Staples,,-100564000.0,-110662000.0,-114273000.0,,304988000.0,351723000.0,394815000.0,,281354000.0,270703000.0,204939000.0,,3142481000.0,2988212000.0,2991065000.0,,955002000.0,978694000.0,1099656000.0,,1132143000.0,1116536000.0,1195638000.0,,4.83,4.85,2.33,NASDAQ,,57108000.0,58817000.0,20653000.0,,-14067000.0,-12553000.0,-29415000.0,1,,1398712000.0,2461922000.0,2439038000.0,4938458.34,,180198000.0,180918000.0,87097000.0,,251373000.0,252288000.0,137165000.0,,703883000.0,706271000.0,775403000.0,,4097737000.0,3946771000.0,3903633000.0,,6496425000.0,7725570000.0,8220178000.0,,1606921000.0,2707480000.0,3119948000.0,,3162920000.0,3337446000.0,3417316000.0,,3333505000.0,4388124000.0,4802862000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
MEDP,MEDPACE HOLDINGS INC,Health Care,-12871000.0,-10537000.0,-7643000.0,-9994000.0,510894000.0,656900000.0,669436000.0,441436000.0,116397000.0,149075000.0,190666000.0,125836000.0,374266000.0,364309000.0,358272000.0,380220000.0,872523000.0,1032595000.0,1029229000.0,821437000.0,993088000.0,1041354000.0,1104553000.0,1122311000.0,2.75,3.01,3.67,3.67,NASDAQ,22131000.0,22350000.0,16864000.0,3575000.0,5465000.0,7528000.0,7883000.0,6463000.0,1,131796000.0,128277000.0,126234000.0,126660000.0,2918157.0,88351000.0,96426000.0,117018000.0,114595000.0,105150000.0,112273000.0,125378000.0,113523000.0,48688000.0,56735000.0,52939000.0,64827000.0,528104000.0,533317000.0,536589000.0,558570000.0,1920048000.0,2084061000.0,2100866000.0,1897369000.0,131796000.0,128277000.0,126234000.0,126660000.0,763599000.0,881439000.0,825545000.0,593609000.0,1156449000.0,1202622000.0,1275321000.0,1303760000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
CVLT,COMMVAULT SYSTEMS INC,Information Technology,-863000.0,-1848000.0,-262000.0,-783000.0,287871000.0,303071000.0,243575000.0,302103000.0,44692000.0,55589000.0,30146000.0,76955000.0,39788000.0,42862000.0,48619000.0,47766000.0,551112000.0,562955000.0,576733000.0,635057000.0,446541000.0,468317000.0,511738000.0,555050000.0,0.41,0.35,0.24,0.69,NASDAQ,2127000.0,1095000.0,4085000.0,-2360000.0,104000.0,105000.0,104000.0,103000.0,1,7081000.0,7192000.0,6631000.0,6338000.0,2007640.95,18527000.0,15565000.0,11021000.0,30993000.0,23107000.0,18444000.0,20070000.0,27113000.0,161777000.0,171972000.0,193941000.0,200160000.0,224672000.0,233278000.0,262630000.0,275039000.0,934932000.0,958476000.0,1023756000.0,1118266000.0,11752000.0,12505000.0,11601000.0,10952000.0,281809000.0,277788000.0,287849000.0,325122000.0,653123000.0,680688000.0,735907000.0,793144000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
NBBK,NB BANCORP INC,Financials,-891000.0,-219000.0,-558000.0,-108000.0,170255000.0,148187000.0,211166000.0,201140000.0,24701000.0,9478000.0,20416000.0,9948000.0,41703000.0,42589000.0,46302000.0,47387000.0,,,,,,,100000000.0,,0.24,0.21,0.4,0.33,NASDAQ,2369000.0,6997000.0,3664000.0,4914000.0,32400000.0,34679000.0,34680000.0,33325000.0,1,60835000.0,116335000.0,20835000.0,90835000.0,196139.89,9453000.0,8383000.0,15612000.0,12655000.0,,,,,32400000.0,34679000.0,34680000.0,33325000.0,41703000.0,42589000.0,46302000.0,47387000.0,4805401000.0,5002557000.0,5157737000.0,5242157000.0,60835000.0,116335000.0,120835000.0,90835000.0,744462000.0,747449000.0,765167000.0,739611000.0,4060939000.0,4255108000.0,4392570000.0,4502546000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
MSBI,MIDLAND STATES BANCORP INC,Financials,-1551000.0,-2107000.0,-2716000.0,-1846000.0,123719000.0,121220000.0,114055000.0,101272000.0,31442000.0,3700000.0,98332000.0,24700000.0,86324000.0,72354000.0,136581000.0,73968000.0,,,,,150000000.0,150000000.0,87499000.0,280224000.0,0.2,0.74,-2.52,0.57,NASDAQ,6094000.0,4080000.0,-1258000.0,3172000.0,48243000.0,49884000.0,45900000.0,41065000.0,1,541656000.0,357744000.0,335749000.0,335754000.0,115287.25,25719000.0,18476000.0,-1067000.0,-140974000.0,,,,,48243000.0,49884000.0,45900000.0,41065000.0,86324000.0,72354000.0,136581000.0,73968000.0,7757274000.0,7751483000.0,7506809000.0,7284804000.0,691656000.0,507744000.0,423248000.0,615978000.0,785772000.0,818259000.0,710847000.0,571437000.0,6971502000.0,6933224000.0,6795962000.0,6713367000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
SITM,SITIME CORP,Information Technology,-2613000.0,-15039000.0,-15990000.0,-16442000.0,16637000.0,8489000.0,6106000.0,38841000.0,-181000.0,8150000.0,13492000.0,15034000.0,22343000.0,28231000.0,32267000.0,29978000.0,553567000.0,545745000.0,544060000.0,519344000.0,80363000.0,94920000.0,108449000.0,106655000.0,-1.16,-0.83,,-1.01,NASDAQ,-18000.0,119000.0,372000.0,67000.0,5736000.0,5499000.0,5088000.0,4294000.0,1,4215000.0,3951000.0,3488000.0,3016000.0,1275356.5,-26769000.0,-19315000.0,-18813000.0,-23877000.0,-29157000.0,-22381000.0,-21183000.0,-26546000.0,50680000.0,51848000.0,57027000.0,56882000.0,43866000.0,57698000.0,68111000.0,60314000.0,878555000.0,877903000.0,884959000.0,872105000.0,6759000.0,6631000.0,6232000.0,5933000.0,692512000.0,696235000.0,699719000.0,692514000.0,186043000.0,181668000.0,185240000.0,179591000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
HL,HECLA MINING,Materials,-50420000.0,-55699000.0,-60784000.0,-54095000.0,24585000.0,22273000.0,26868000.0,23668000.0,78718000.0,55009000.0,67470000.0,35738000.0,194227000.0,185799000.0,181321000.0,187335000.0,200230000.0,205967000.0,214152000.0,246313000.0,155525000.0,188572000.0,197838000.0,172723000.0,0.04,0.0,0.02,0.05,New York Stock Exchange Inc.,9080000.0,11450000.0,8069000.0,16145000.0,12505000.0,10901000.0,13784000.0,11551000.0,1,582577000.0,496631000.0,508927000.0,527137000.0,1470356.7,27870000.0,1761000.0,11924000.0,28872000.0,47291000.0,52160000.0,50976000.0,56451000.0,4139000.0,7126000.0,17358000.0,17553000.0,245657000.0,245085000.0,249655000.0,261339000.0,2939764000.0,2955711000.0,2981060000.0,3023557000.0,590451000.0,539804000.0,550713000.0,568653000.0,1980065000.0,2038282000.0,2039514000.0,2073967000.0,959699000.0,917429000.0,941546000.0,949590000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Stock Exchange Inc.,,,,,,,,,1,,,,,1791378.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,-11856000.0,-8626000.0,-5645000.0,-6692000.0,26945000.0,27659000.0,35118000.0,38713000.0,16337000.0,-8402000.0,28407000.0,15462000.0,146219000.0,143371000.0,162862000.0,182938000.0,202129000.0,221578000.0,206453000.0,237938000.0,138586000.0,142761000.0,135570000.0,148374000.0,-0.94,-0.25,0.12,0.66,NASDAQ,-4801000.0,-850000.0,179000.0,3676000.0,-9000.0,396000.0,585000.0,525000.0,1,,28000000.0,23000000.0,28000000.0,167992.0,-19221000.0,-5048000.0,2363000.0,12890000.0,-15644000.0,-5611000.0,3176000.0,17367000.0,28137000.0,33820000.0,34242000.0,28357000.0,158712000.0,171580000.0,200280000.0,228662000.0,739624000.0,759137000.0,738676000.0,758766000.0,2177000.0,30101000.0,25345000.0,30373000.0,534719000.0,522371000.0,514402000.0,517936000.0,204905000.0,236766000.0,224274000.0,240830000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
NWBI,NORTHWEST BANCSHARES INC,Financials,,-88000.0,-232000.0,-1822000.0,228433000.0,226883000.0,288378000.0,353203000.0,40656000.0,93285000.0,-76975000.0,107612000.0,97586000.0,138661000.0,153355000.0,155845000.0,,,,,242363000.0,204374000.0,200331000.0,197270000.0,0.04,0.26,0.26,0.34,NASDAQ,1195000.0,9875000.0,9619000.0,13067000.0,60013000.0,60079000.0,56525000.0,52777000.0,1,244067000.0,244220000.0,244372000.0,244524000.0,489623.55,4747000.0,33618000.0,32750000.0,43458000.0,,,,,60013000.0,60079000.0,56525000.0,52777000.0,97586000.0,138661000.0,153355000.0,155845000.0,14385553000.0,14354325000.0,14408224000.0,14453727000.0,486430000.0,448594000.0,444703000.0,441794000.0,1556598000.0,1591325000.0,1596856000.0,1628955000.0,12828955000.0,12763000000.0,12811368000.0,12824772000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
