Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"15,400,806.40",0.09,"15,400,806.40","141,760.00",108.64,United States,NASDAQ,USD
FAST,FASTENAL,Industrials,Equity,"15,374,325.45",0.09,"15,374,325.45","305,835.00",50.27,United States,NASDAQ,USD
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"15,042,423.44",0.09,"15,042,423.44","28,537.00",527.12,United States,NASDAQ,USD
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"14,996,753.64",0.09,"14,996,753.64","33,066.00",453.54,United States,NASDAQ,USD
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"14,886,051.10",0.09,"14,886,051.10","255,994.00",58.15,United States,New York Stock Exchange Inc.,USD
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"14,775,872.88",0.09,"14,775,872.88","82,556.00",178.98,United States,New York Stock Exchange Inc.,USD
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"14,746,910.10",0.09,"14,746,910.10","230,061.00",64.1,United States,NASDAQ,USD
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"14,718,217.68",0.09,"14,718,217.68","109,218.00",134.76,United States,New York Stock Exchange Inc.,USD
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"14,715,499.01",0.09,"14,715,499.01","355,361.00",41.41,United States,New York Stock Exchange Inc.,USD
CMI,CUMMINS INC,Industrials,Equity,"14,702,504.03",0.09,"14,702,504.03","36,671.00",400.93,United States,New York Stock Exchange Inc.,USD
PWR,QUANTA SERVICES INC,Industrials,Equity,"14,699,101.56",0.09,"14,699,101.56","39,084.00",376.09,United States,New York Stock Exchange Inc.,USD
ALL,ALLSTATE CORP,Financials,Equity,"14,625,807.65",0.09,"14,625,807.65","70,205.00",208.33,United States,New York Stock Exchange Inc.,USD
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"14,551,056.72",0.09,"14,551,056.72","89,358.00",162.84,United States,New York Stock Exchange Inc.,USD
BDX,BECTON DICKINSON,Health Care,Equity,"14,493,491.54",0.09,"14,493,491.54","75,779.00",191.26,United States,New York Stock Exchange Inc.,USD
GLW,CORNING INC,Information Technology,Equity,"14,448,424.20",0.09,"14,448,424.20","207,235.00",69.72,United States,New York Stock Exchange Inc.,USD
AXON,AXON ENTERPRISE INC,Industrials,Equity,"14,429,421.92",0.09,"14,429,421.92","19,762.00",730.16,United States,NASDAQ,USD
SLB,SCHLUMBERGER NV,Energy,Equity,"14,330,035.46",0.09,"14,330,035.46","397,946.00",36.01,United States,New York Stock Exchange Inc.,USD
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"14,252,437.71",0.09,"14,252,437.71","113,683.00",125.37,United States,NASDAQ,USD
PSX,PHILLIPS,Energy,Equity,"14,210,113.68",0.09,"14,210,113.68","107,996.00",131.58,United States,New York Stock Exchange Inc.,USD
SRE,SEMPRA,Utilities,Equity,"14,201,340.08",0.09,"14,201,340.08","172,934.00",82.12,United States,New York Stock Exchange Inc.,USD
COR,CENCORA INC,Health Care,Equity,"14,198,291.60",0.09,"14,198,291.60","48,508.00",292.7,United States,New York Stock Exchange Inc.,USD
AFL,AFLAC INC,Financials,Equity,"14,008,160.40",0.08,"14,008,160.40","129,048.00",108.55,United States,New York Stock Exchange Inc.,USD
LNG,CHENIERE ENERGY INC,Energy,Equity,"13,847,578.92",0.08,"13,847,578.92","58,436.00",236.97,United States,New York Stock Exchange Inc.,USD
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"13,837,346.64",0.08,"13,837,346.64","21,606.00",640.44,United States,NASDAQ,USD
O,REALTY INCOME REIT CORP,Real Estate,Equity,"13,789,164.56",0.08,"13,789,164.56","236,602.00",58.28,United States,New York Stock Exchange Inc.,USD
KMI,KINDER MORGAN INC,Energy,Equity,"13,734,575.81",0.08,"13,734,575.81","514,211.00",26.71,United States,New York Stock Exchange Inc.,USD
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,"13,570,525.32",0.08,"13,570,525.32","46,414.00",292.38,United States,New York Stock Exchange Inc.,USD
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"13,557,783.96",0.08,"13,557,783.96","213,374.00",63.54,United States,New York Stock Exchange Inc.,USD
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"13,506,453.24",0.08,"13,506,453.24","49,476.00",272.99,United States,New York Stock Exchange Inc.,USD
PCAR,PACCAR INC,Industrials,Equity,"13,431,199.60",0.08,"13,431,199.60","136,760.00",98.21,United States,NASDAQ,USD
D,DOMINION ENERGY INC,Utilities,Equity,"13,292,183.84",0.08,"13,292,183.84","226,096.00",58.79,United States,New York Stock Exchange Inc.,USD
CTVA,CORTEVA INC,Materials,Equity,"13,269,667.80",0.08,"13,269,667.80","182,652.00",72.65,United States,New York Stock Exchange Inc.,USD
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"13,174,872.26",0.08,"13,174,872.26","57,002.00",231.13,United States,NASDAQ,USD
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"13,119,502.55",0.08,"13,119,502.55","85,855.00",152.81,United States,NASDAQ,USD
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"13,063,688.00",0.08,"13,063,688.00","25,520.00",511.9,United States,New York Stock Exchange Inc.,USD
FDX,FEDEX CORP,Industrials,Equity,"12,991,897.60",0.08,"12,991,897.60","57,670.00",225.28,United States,New York Stock Exchange Inc.,USD
FTNT,FORTINET INC,Information Technology,Equity,"12,921,952.68",0.08,"12,921,952.68","169,047.00",76.44,United States,NASDAQ,USD
VLO,VALERO ENERGY CORP,Energy,Equity,"12,849,665.27",0.08,"12,849,665.27","82,693.00",155.39,United States,New York Stock Exchange Inc.,USD
DHI,D R HORTON INC,Consumer Discretionary,Equity,"12,842,712.65",0.08,"12,842,712.65","72,685.00",176.69,United States,New York Stock Exchange Inc.,USD
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"12,736,482.99",0.08,"12,736,482.99","78,771.00",161.69,United States,New York Stock Exchange Inc.,USD
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"12,668,925.90",0.08,"12,668,925.90","100,787.00",125.7,United States,New York Stock Exchange Inc.,USD
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"12,636,357.03",0.08,"12,636,357.03","154,611.00",81.73,United States,New York Stock Exchange Inc.,USD
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"12,593,183.40",0.08,"12,593,183.40","34,020.00",370.17,United States,New York Stock Exchange Inc.,USD
NU,NU HOLDINGS LTD CLASS A,Financials,Equity,"12,577,655.67",0.08,"12,577,655.67","845,841.00",14.87,Brazil,New York Stock Exchange Inc.,USD
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"12,549,560.25",0.08,"12,549,560.25","53,665.00",233.85,United States,New York Stock Exchange Inc.,USD
OKE,ONEOK INC,Energy,Equity,"12,412,236.88",0.07,"12,412,236.88","166,876.00",74.38,United States,New York Stock Exchange Inc.,USD
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"12,344,376.00",0.07,"12,344,376.00","152,475.00",80.96,United States,New York Stock Exchange Inc.,USD
BKR,BAKER HUGHES CLASS A,Energy,Equity,"12,332,329.44",0.07,"12,332,329.44","266,242.00",46.32,United States,NASDAQ,USD
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"12,323,209.62",0.07,"12,323,209.62","42,171.00",292.22,United States,New York Stock Exchange Inc.,USD
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"12,220,026.36",0.07,"12,220,026.36","51,308.00",238.17,United States,New York Stock Exchange Inc.,USD
F,FORD MOTOR CO,Consumer Discretionary,Equity,"12,207,270.24",0.07,"12,207,270.24","1,045,143.00",11.68,United States,New York Stock Exchange Inc.,USD
MET,METLIFE INC,Financials,Equity,"12,184,347.00",0.07,"12,184,347.00","149,044.00",81.75,United States,New York Stock Exchange Inc.,USD
GWW,WW GRAINGER INC,Industrials,Equity,"12,062,904.02",0.07,"12,062,904.02","11,734.00","1,028.03",United States,New York Stock Exchange Inc.,USD
CPRT,COPART INC,Industrials,Equity,"11,776,180.05",0.07,"11,776,180.05","235,665.00",49.97,United States,NASDAQ,USD
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"11,725,877.25",0.07,"11,725,877.25","184,805.00",63.45,United States,NASDAQ,USD
PAYX,PAYCHEX INC,Industrials,Equity,"11,711,336.20",0.07,"11,711,336.20","85,285.00",137.32,United States,NASDAQ,USD
EXC,EXELON CORP,Utilities,Equity,"11,609,832.52",0.07,"11,609,832.52","267,878.00",43.34,United States,NASDAQ,USD
EA,ELECTRONIC ARTS INC,Communication,Equity,"11,610,368.91",0.07,"11,610,368.91","69,097.00",168.03,United States,NASDAQ,USD
AME,AMETEK INC,Industrials,Equity,"11,573,543.48",0.07,"11,573,543.48","61,604.00",187.87,United States,New York Stock Exchange Inc.,USD
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"11,367,218.34",0.07,"11,367,218.34","88,002.00",129.17,United States,NASDAQ,USD
EBAY,EBAY INC,Consumer Discretionary,Equity,"11,351,334.54",0.07,"11,351,334.54","122,018.00",93.03,United States,NASDAQ,USD
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"11,342,075.15",0.07,"11,342,075.15","47,131.00",240.65,United States,NASDAQ,USD
TGT,TARGET CORP,Consumer Staples,Equity,"11,163,489.23",0.07,"11,163,489.23","120,413.00",92.71,United States,New York Stock Exchange Inc.,USD
MSCI,MSCI INC,Financials,Equity,"11,100,896.37",0.07,"11,100,896.37","19,923.00",557.19,United States,New York Stock Exchange Inc.,USD
XEL,XCEL ENERGY INC,Utilities,Equity,"11,044,267.92",0.07,"11,044,267.92","152,883.00",72.24,United States,NASDAQ,USD
CCI,CROWN CASTLE INC,Real Estate,Equity,"11,001,765.00",0.07,"11,001,765.00","115,250.00",95.46,United States,New York Stock Exchange Inc.,USD
XYZ,BLOCK INC CLASS A,Financials,Equity,"10,928,225.25",0.07,"10,928,225.25","144,267.00",75.75,United States,New York Stock Exchange Inc.,USD
KR,KROGER,Consumer Staples,Equity,"10,898,631.68",0.07,"10,898,631.68","160,652.00",67.84,United States,New York Stock Exchange Inc.,USD
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"10,806,422.33",0.06,"10,806,422.33","132,221.00",81.73,United States,New York Stock Exchange Inc.,USD
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"10,777,231.96",0.06,"10,777,231.96","81,782.00",131.78,United States,NASDAQ,USD
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"10,746,803.34",0.06,"10,746,803.34","74,802.00",143.67,United States,New York Stock Exchange Inc.,USD
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"10,670,047.45",0.06,"10,670,047.45","84,235.00",126.67,United States,New York Stock Exchange Inc.,USD
RMD,RESMED INC,Health Care,Equity,"10,657,780.44",0.06,"10,657,780.44","38,924.00",273.81,United States,New York Stock Exchange Inc.,USD
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"10,645,225.08",0.06,"10,645,225.08","39,418.00",270.06,United States,New York Stock Exchange Inc.,USD
SYY,SYSCO CORP,Consumer Staples,Equity,"10,605,505.36",0.06,"10,605,505.36","128,536.00",82.51,United States,New York Stock Exchange Inc.,USD
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"10,558,969.50",0.06,"10,558,969.50","12,450.00",848.11,United States,NASDAQ,USD
DAL,DELTA AIR LINES INC,Industrials,Equity,"10,433,128.30",0.06,"10,433,128.30","172,306.00",60.55,United States,New York Stock Exchange Inc.,USD
KVUE,KENVUE INC,Consumer Staples,Equity,"10,431,670.34",0.06,"10,431,670.34","507,871.00",20.54,United States,New York Stock Exchange Inc.,USD
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"10,374,302.28",0.06,"10,374,302.28","95,317.00",108.84,United States,New York Stock Exchange Inc.,USD
NDAQ,NASDAQ INC,Financials,Equity,"10,299,540.30",0.06,"10,299,540.30","109,221.00",94.3,United States,NASDAQ,USD
VMC,VULCAN MATERIALS,Materials,Equity,"10,266,044.94",0.06,"10,266,044.94","35,118.00",292.33,United States,New York Stock Exchange Inc.,USD
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"10,261,208.16",0.06,"10,261,208.16","43,176.00",237.66,United States,New York Stock Exchange Inc.,USD
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"10,261,611.62",0.06,"10,261,611.62","30,017.00",341.86,United States,New York Stock Exchange Inc.,USD
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"10,137,136.90",0.06,"10,137,136.90","37,538.00",270.05,United States,NASDAQ,USD
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"10,128,497.10",0.06,"10,128,497.10","75,193.00",134.7,United States,New York Stock Exchange Inc.,USD
ETR,ENTERGY CORP,Utilities,Equity,"10,033,649.48",0.06,"10,033,649.48","113,786.00",88.18,United States,New York Stock Exchange Inc.,USD
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"10,035,207.00",0.06,"10,035,207.00","343,084.00",29.25,United States,NASDAQ,USD
HUM,HUMANA INC,Health Care,Equity,"9,978,072.00",0.06,"9,978,072.00","31,981.00",312,United States,New York Stock Exchange Inc.,USD
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"9,833,576.39",0.06,"9,833,576.39","15,887.00",618.97,United States,New York Stock Exchange Inc.,USD
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"9,811,503.68",0.06,"9,811,503.68","76,366.00",128.48,United States,New York Stock Exchange Inc.,USD
CSGP,COSTAR GROUP INC,Real Estate,Equity,"9,785,407.50",0.06,"9,785,407.50","109,825.00",89.1,United States,NASDAQ,USD
CAH,CARDINAL HEALTH INC,Health Care,Equity,"9,610,327.68",0.06,"9,610,327.68","64,352.00",149.34,United States,New York Stock Exchange Inc.,USD
FICO,FAIR ISAAC CORP,Information Technology,Equity,"9,596,536.56",0.06,"9,596,536.56","6,318.00","1,518.92",United States,New York Stock Exchange Inc.,USD
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"9,584,838.87",0.06,"9,584,838.87","139,497.00",68.71,United States,New York Stock Exchange Inc.,USD
TRGP,TARGA RESOURCES CORP,Energy,Equity,"9,525,255.30",0.06,"9,525,255.30","57,195.00",166.54,United States,New York Stock Exchange Inc.,USD
CPNG,COUPANG INC CLASS A,Consumer Discretionary,Equity,"9,449,814.14",0.06,"9,449,814.14","328,918.00",28.73,United States,New York Stock Exchange Inc.,USD
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"9,399,247.50",0.06,"9,399,247.50","131,550.00",71.45,United States,NASDAQ,USD
VICI,VICI PPTYS INC,Real Estate,Equity,"9,380,167.50",0.06,"9,380,167.50","280,005.00",33.5,United States,New York Stock Exchange Inc.,USD
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"9,339,019.80",0.06,"9,339,019.80","95,491.00",97.8,United States,New York Stock Exchange Inc.,USD
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"9,183,399.75",0.06,"9,183,399.75","86,595.00",106.05,United States,NASDAQ,USD
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"9,143,569.00",0.05,"9,143,569.00","105,706.00",86.5,United States,New York Stock Exchange Inc.,USD
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"9,125,027.61",0.05,"9,125,027.61","141,627.00",64.43,United States,NASDAQ,USD
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"9,103,878.44",0.05,"9,103,878.44","84,703.00",107.48,United States,New York Stock Exchange Inc.,USD
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"9,094,063.12",0.05,"9,094,063.12","286,337.00",31.76,United States,New York Stock Exchange Inc.,USD
XYL,XYLEM INC,Industrials,Equity,"9,033,629.36",0.05,"9,033,629.36","63,644.00",141.94,United States,New York Stock Exchange Inc.,USD
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"8,955,178.40",0.05,"8,955,178.40","120,820.00",74.12,United States,NASDAQ,USD
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"8,925,978.75",0.05,"8,925,978.75","49,575.00",180.05,United States,New York Stock Exchange Inc.,USD
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"8,840,854.74",0.05,"8,840,854.74","95,867.00",92.22,United States,NASDAQ,USD
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"8,830,476.48",0.05,"8,830,476.48","26,772.00",329.84,United States,NASDAQ,USD
PCG,PG&E CORP,Utilities,Equity,"8,829,531.58",0.05,"8,829,531.58","579,746.00",15.23,United States,New York Stock Exchange Inc.,USD
NUE,NUCOR CORP,Materials,Equity,"8,819,164.18",0.05,"8,819,164.18","60,847.00",144.94,United States,New York Stock Exchange Inc.,USD
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"8,786,178.98",0.05,"8,786,178.98","45,341.00",193.78,United States,New York Stock Exchange Inc.,USD
MTB,M&T BANK CORP,Financials,Equity,"8,715,645.20",0.05,"8,715,645.20","43,070.00",202.36,United States,New York Stock Exchange Inc.,USD
STT,STATE STREET CORP,Financials,Equity,"8,702,778.00",0.05,"8,702,778.00","76,300.00",114.06,United States,New York Stock Exchange Inc.,USD
IR,INGERSOLL RAND INC,Industrials,Equity,"8,568,727.20",0.05,"8,568,727.20","108,191.00",79.2,United States,New York Stock Exchange Inc.,USD
DD,DUPONT DE NEMOURS INC,Materials,Equity,"8,556,166.45",0.05,"8,556,166.45","110,903.00",77.15,United States,New York Stock Exchange Inc.,USD
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"8,546,904.80",0.05,"8,546,904.80","140,945.00",60.64,United States,NASDAQ,USD
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"8,543,705.04",0.05,"8,543,705.04","46,413.00",184.08,United States,New York Stock Exchange Inc.,USD
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"8,438,460.84",0.05,"8,438,460.84","181,044.00",46.61,United States,New York Stock Exchange Inc.,USD
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"8,418,818.25",0.05,"8,418,818.25","60,975.00",138.07,United States,New York Stock Exchange Inc.,USD
DXCM,DEXCOM INC,Health Care,Equity,"8,379,899.88",0.05,"8,379,899.88","103,763.00",80.76,United States,NASDAQ,USD
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"8,313,678.26",0.05,"8,313,678.26","91,874.00",90.49,United States,NASDAQ,USD
RJF,RAYMOND JAMES INC,Financials,Equity,"8,286,744.15",0.05,"8,286,744.15","48,435.00",171.09,United States,New York Stock Exchange Inc.,USD
FITB,FIFTH THIRD BANCORP,Financials,Equity,"8,283,639.42",0.05,"8,283,639.42","179,067.00",46.26,United States,NASDAQ,USD
EQT,EQT CORP,Energy,Equity,"8,181,033.00",0.05,"8,181,033.00","157,935.00",51.8,United States,New York Stock Exchange Inc.,USD
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"8,155,724.52",0.05,"8,155,724.52","352,147.00",23.16,United States,New York Stock Exchange Inc.,USD
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"8,036,053.12",0.05,"8,036,053.12","55,868.00",143.84,United States,New York Stock Exchange Inc.,USD
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"7,866,008.36",0.05,"7,866,008.36","126,994.00",61.94,United States,New York Stock Exchange Inc.,USD
EFX,EQUIFAX INC,Industrials,Equity,"7,862,567.40",0.05,"7,862,567.40","32,679.00",240.6,United States,New York Stock Exchange Inc.,USD
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"7,859,747.74",0.05,"7,859,747.74","31,187.00",252.02,United States,New York Stock Exchange Inc.,USD
VTR,VENTAS REIT INC,Real Estate,Equity,"7,827,145.32",0.05,"7,827,145.32","115,581.00",67.72,United States,New York Stock Exchange Inc.,USD
NRG,NRG ENERGY INC,Utilities,Equity,"7,767,522.95",0.05,"7,767,522.95","52,501.00",147.95,United States,New York Stock Exchange Inc.,USD
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"7,746,104.52",0.05,"7,746,104.52","100,782.00",76.86,United States,New York Stock Exchange Inc.,USD
AU,ANGLOGOLD ASHANTI PLC,Materials,Equity,"7,732,616.20",0.05,"7,732,616.20","133,436.00",57.95,South Africa,New York Stock Exchange Inc.,USD
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"7,710,418.80",0.05,"7,710,418.80","46,184.00",166.95,United States,New York Stock Exchange Inc.,USD
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"7,623,415.98",0.05,"7,623,415.98","300,371.00",25.38,United States,NASDAQ,USD
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"7,562,280.16",0.05,"7,562,280.16","21,004.00",360.04,United States,NASDAQ,USD
DTE,DTE ENERGY,Utilities,Equity,"7,563,116.04",0.05,"7,563,116.04","55,444.00",136.41,United States,New York Stock Exchange Inc.,USD
EME,EMCOR GROUP INC,Industrials,Equity,"7,505,558.69",0.04,"7,505,558.69","11,717.00",640.57,United States,New York Stock Exchange Inc.,USD
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"7,369,565.94",0.04,"7,369,565.94","53,554.00",137.61,United States,New York Stock Exchange Inc.,USD
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"7,346,600.89",0.04,"7,346,600.89","49,369.00",148.81,United States,NASDAQ,USD
