,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
1547,AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,0.0,-61100000.0,-31449000.0,-42681000.0,-38450000.0,336148000.0,484560000.0,481578000.0,447990000.0,138125000.0,189462000.0,56258000.0,22181000.0,708864000.0,642814000.0,583265000.0,549851000.0,1095923000.0,1092964000.0,1036669000.0,1007534000.0,308654000.0,304634000.0,251109000.0,260157000.0,4.49,0.29,-0.16,-2.6,New York Stock Exchange Inc.,5278000.0,-4087000.0,7815000.0,-11437000.0,1101000.0,1041000.0,583000.0,763000.0,1,5301000.0,3582000.0,2868000.0,2365000.0,408379.5,58909000.0,3804000.0,-2129000.0,-33947000.0,"408,379.50",70676000.0,5309000.0,9991000.0,-40175000.0,24429000.0,23774000.0,24091000.0,22281000.0,135.9,"3,005.00",803969000.0,671897000.0,617347000.0,531957000.0,2492952000.0,2479419000.0,2438708000.0,2400500000.0,8564000.0,6683000.0,5784000.0,5034000.0,1643570000.0,1650627000.0,1649497000.0,1614838000.0,849382000.0,828792000.0,789211000.0,785662000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2142,FISI,FINANCIAL INSTITUTIONS INC,Financials,0.0,-951000.0,-2446000.0,-403000.0,-816000.0,146347000.0,249569000.0,87321000.0,167352000.0,35674000.0,2147000.0,27016000.0,10005000.0,64404000.0,49721000.0,-50240000.0,56822000.0,,,,,202000000.0,55000000.0,99000000.0,55000000.0,1.62,0.84,-4.02,0.81,NASDAQ,4517000.0,1082000.0,-32457000.0,3746000.0,37595000.0,37230000.0,36486000.0,34187000.0,1,124687000.0,124765000.0,124842000.0,124917000.0,127446.16,25629000.0,13466000.0,-82811000.0,16878000.0,"127,446.16",,,,,37595000.0,37230000.0,36486000.0,34187000.0,27.76,"4,591.00",64404000.0,49721000.0,-50240000.0,56822000.0,6131772000.0,6156317000.0,6117085000.0,6340492000.0,360292000.0,212957000.0,256605000.0,212549000.0,467667000.0,500342000.0,568984000.0,589928000.0,5664105000.0,5655975000.0,5548101000.0,5750564000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1601,MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,0.0,-13352000.0,-4898000.0,-11560000.0,-19819000.0,33508000.0,39380000.0,58760000.0,75090000.0,24306000.0,40317000.0,37801000.0,36462000.0,59795000.0,62091000.0,61671000.0,59200000.0,60956000.0,68334000.0,90422000.0,103311000.0,136067000.0,120099000.0,146463000.0,149297000.0,1.19,1.47,1.36,1.05,NASDAQ,6620000.0,7531000.0,-63000.0,5770000.0,211000.0,145000.0,-245000.0,,1,,,,,374704.23,22682000.0,27601000.0,4211000.0,19864000.0,"374,704.23",29513000.0,35277000.0,3903000.0,25318000.0,38835000.0,40505000.0,68939000.0,40876000.0,103.71,"3,613.00",128143000.0,137873000.0,134513000.0,125394000.0,672376000.0,671140000.0,691583000.0,712086000.0,37475000.0,21301000.0,14064000.0,13815000.0,498367000.0,513280000.0,517748000.0,535635000.0,174009000.0,157860000.0,173835000.0,176451000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1992,FG,F&G ANNUITIES AND LIFE INC,Financials,0.0,-5000000.0,-7000000.0,-5000000.0,-5000000.0,3526000000.0,3539000000.0,2264000000.0,3293000000.0,1055000000.0,2090000000.0,1320000000.0,956000000.0,1075000000.0,1361000000.0,1470000000.0,854000000.0,,,,,357000000.0,358000000.0,,,1.55,-0.08,2.5,-0.2,New York Stock Exchange Inc.,50000000.0,-25000000.0,85000000.0,-5000000.0,28000000.0,36000000.0,38000000.0,40000000.0,1,1681000000.0,1680000000.0,2171000000.0,2234000000.0,164827.08,203000000.0,-6000000.0,327000000.0,-21000000.0,"164,827.08",,,,,66000000.0,116000000.0,-51000000.0,150000000.0,35.31,"4,668.00",1075000000.0,1361000000.0,1470000000.0,854000000.0,78512000000.0,84123000000.0,85040000000.0,88007000000.0,2049000000.0,2048000000.0,2181000000.0,2243000000.0,3788000000.0,4475000000.0,4076000000.0,4485000000.0,74724000000.0,79648000000.0,80964000000.0,83522000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
531,APG,API GROUP CORP,Industrials,0.02,-22000000.0,-22000000.0,-18000000.0,-12000000.0,324000000.0,487000000.0,499000000.0,460000000.0,110000000.0,220000000.0,283000000.0,62000000.0,1186000000.0,1259000000.0,1286000000.0,1177000000.0,2454000000.0,2691000000.0,2658000000.0,2586000000.0,1662000000.0,1781000000.0,1885000000.0,1762000000.0,0.146667,0.153333,-0.066667,0.073333,New York Stock Exchange Inc.,20000000.0,31000000.0,11000000.0,11000000.0,35000000.0,41000000.0,36000000.0,38000000.0,1,2844000000.0,2847000000.0,2749000000.0,2750000000.0,3418022.04,69000000.0,69000000.0,67000000.0,35000000.0,"3,418,022.04",126000000.0,142000000.0,116000000.0,84000000.0,418000000.0,425000000.0,459000000.0,458000000.0,35.02,"97,602.00",1730000000.0,1826000000.0,1861000000.0,1719000000.0,7961000000.0,8245000000.0,8152000000.0,8098000000.0,3115000000.0,3134000000.0,3035000000.0,3037000000.0,2835000000.0,2967000000.0,2953000000.0,2982000000.0,5126000000.0,5278000000.0,5199000000.0,5116000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
2359,BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,0.0,0.0,0.0,0.0,,114607000.0,168675000.0,135465000.0,81689000.0,24117000.0,9000.0,6652000.0,15146000.0,138421000.0,132327000.0,142719000.0,152791000.0,351305000.0,285725000.0,257747000.0,224726000.0,255705000.0,161153000.0,159619000.0,152382000.0,-0.33,-0.02,-0.47,-0.04,New York Stock Exchange Inc.,-114000.0,-864000.0,368000.0,1467000.0,27285000.0,27911000.0,26437000.0,24827000.0,1,1128439000.0,1208013000.0,1210018000.0,1202668000.0,66332.28,-11565000.0,12596000.0,-18653000.0,10998000.0,"66,332.28",12175000.0,-17881000.0,3824000.0,36740000.0,36991000.0,33952000.0,26797000.0,26289000.0,2.94,"22,562.00",187587000.0,148398000.0,173340000.0,215820000.0,2211715000.0,2177667000.0,2136059000.0,2098029000.0,1147549000.0,1227162000.0,1230002000.0,1222660000.0,303879000.0,305269000.0,267326000.0,261907000.0,1907836000.0,1872398000.0,1868733000.0,1836122000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2256,CMCO,COLUMBUS MCKINNON CORP,Industrials,0.0,-4629000.0,-5439000.0,-5198000.0,-6145000.0,68373000.0,55683000.0,41224000.0,53683000.0,-10758000.0,9388000.0,11370000.0,35612000.0,150696000.0,167531000.0,152041000.0,167079000.0,478311000.0,467745000.0,440435000.0,465769000.0,231505000.0,229657000.0,217336000.0,257919000.0,0.3,-0.52,0.14,,NASDAQ,3421000.0,-4908000.0,1929000.0,-809000.0,8235000.0,8352000.0,7698000.0,8141000.0,1,459743000.0,449910000.0,435075000.0,408708000.0,97782.63,8629000.0,-15043000.0,3960000.0,-2684000.0,"97,782.63",21147000.0,10805000.0,17690000.0,4931000.0,67883000.0,63938000.0,64407000.0,74879000.0,14.89,"6,567.00",239726000.0,242274000.0,234138000.0,246889000.0,1781657000.0,1776884000.0,1710900000.0,1738788000.0,510430000.0,500614000.0,485797000.0,540671000.0,885806000.0,896130000.0,871580000.0,882095000.0,895851000.0,880754000.0,839320000.0,856693000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2350,ATEX,ANTERIX INC,Communication,0.0,-5400000.0,-5545000.0,-1717000.0,-5520000.0,51715000.0,43129000.0,28797000.0,47374000.0,-2361000.0,-2648000.0,-7699000.0,-16555000.0,1525000.0,1551000.0,1566000.0,1389000.0,65686000.0,56774000.0,40281000.0,60755000.0,16523000.0,15807000.0,24403000.0,27201000.0,-0.84,-0.69,0.41,0.49,NASDAQ,1222000.0,230000.0,-234000.0,674000.0,694000.0,585000.0,434000.0,446000.0,1,3453000.0,3845000.0,3609000.0,3747000.0,70551.36,-15524000.0,-12766000.0,7710000.0,9208000.0,"70,551.36",-15105000.0,-13130000.0,-10208000.0,-10590000.0,16630000.0,14681000.0,11774000.0,11979000.0,22.27,"3,168.00",1525000.0,1551000.0,1566000.0,1389000.0,321138000.0,317237000.0,326679000.0,333104000.0,5260000.0,5651000.0,5354000.0,5390000.0,148783000.0,139063000.0,144745000.0,156601000.0,172355000.0,178174000.0,181934000.0,176503000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1686,PRA,PROASSURANCE CORP,Financials,0.0,-1743000.0,-3951000.0,-2361000.0,-350000.0,36877000.0,45298000.0,54881000.0,43541000.0,-12850000.0,14022000.0,-238000.0,-11609000.0,281703000.0,280486000.0,284280000.0,268064000.0,,,,,125000000.0,125000000.0,125000000.0,125000000.0,0.3,0.32,0.31,-0.11,New York Stock Exchange Inc.,2421000.0,4657000.0,2564000.0,-510000.0,5648000.0,5698000.0,5338000.0,5160000.0,1,301854000.0,300944000.0,299873000.0,298749000.0,309569.04,15508000.0,16441000.0,16169000.0,-5822000.0,"309,569.04",,,,,46448000.0,48413000.0,46088000.0,51158000.0,23.76,"13,029.00",281703000.0,280486000.0,284280000.0,268064000.0,5614964000.0,5732372000.0,5574273000.0,5526020000.0,444611000.0,444105000.0,442263000.0,440420000.0,1132428000.0,1231226000.0,1201749000.0,1233620000.0,4482536000.0,4501146000.0,4372524000.0,4292400000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2259,DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,0.0,-6500.0,-266500.0,-957040.0,-542153.0,23449563.0,33715772.0,41624604.0,25140171.0,19205749.0,18523660.0,-8840887.0,-10733793.0,22455843.0,27250295.0,7263818.0,23025023.0,46878500.0,61144501.0,67075019.0,47933899.0,19840254.0,29003101.0,37099931.0,13746926.0,2.93,5.35,2.73,3.77,NASDAQ,3352180.0,5241839.0,2586483.0,3811018.0,0.0,,,,1,,6388801.0,6335490.0,6281315.0,98312.41,8125840.0,14644593.0,7391363.0,10362263.0,"98,312.41",12132611.0,10217471.0,13238883.0,13063899.0,6182866.0,6164927.0,6118014.0,5862037.0,144.79,679,40771320.0,43632693.0,26620715.0,41950959.0,213051263.0,240809809.0,245126650.0,224437389.0,,6388801.0,6335490.0,6281315.0,156536315.0,166493045.0,162562136.0,168958506.0,56514948.0,74316764.0,82564514.0,55478883.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2018,ADCT,ADC THERAPEUTICS SA,Health Care,0.0,-30000.0,-216000.0,-90000.0,-264000.0,300119000.0,274272000.0,250867000.0,194701000.0,-32845000.0,-25043000.0,-21852000.0,-56334000.0,1217000.0,851000.0,1371000.0,2061000.0,355359000.0,333005000.0,307390000.0,257989000.0,57632000.0,67679000.0,80469000.0,57794000.0,-0.38,-0.42,-0.29,-0.36,New York Stock Exchange Inc.,-320000.0,-267000.0,-229000.0,-281000.0,12679000.0,13117000.0,11919000.0,12230000.0,1,113673000.0,114189000.0,113632000.0,113823000.0,158171.4,-36544000.0,-43969000.0,-30727000.0,-38602000.0,"158,171.40",-28721000.0,-35297000.0,-32207000.0,-28183000.0,44914000.0,52910000.0,47746000.0,49155000.0,3.4,"46,521.00",17410000.0,18464000.0,16910000.0,23033000.0,371779000.0,349079000.0,321980000.0,272539000.0,124397000.0,124551000.0,122998000.0,123098000.0,-131670000.0,-171946000.0,-202642000.0,-238223000.0,503449000.0,521025000.0,524622000.0,510762000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2123,IMNM,IMMUNOME INC,Health Care,0.0,-9000000.0,-5902000.0,-1375000.0,-9911000.0,165332000.0,155568000.0,143351000.0,257613000.0,-23397000.0,-34167000.0,-42060000.0,-53055000.0,2364000.0,2910000.0,2738000.0,2926000.0,284284000.0,244040000.0,221339000.0,323130000.0,39900000.0,39528000.0,54307000.0,30797000.0,-0.6,-0.78,,-0.52,NASDAQ,-36122000.0,-47100000.0,-80249000.0,-41640000.0,3887000.0,3422000.0,2721000.0,2996000.0,1,2477000.0,2464000.0,4769000.0,4770000.0,132554.8,-36122000.0,-47100000.0,-80249000.0,-41640000.0,"132,554.80",-33697000.0,-43816000.0,-55598000.0,-44636000.0,36061000.0,46726000.0,58336000.0,47562000.0,9.8,"13,526.00",2364000.0,2910000.0,2738000.0,2926000.0,296215000.0,256898000.0,240241000.0,342693000.0,2772000.0,2721000.0,4832000.0,4770000.0,253838000.0,214906000.0,181165000.0,307126000.0,42377000.0,41992000.0,59076000.0,35567000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2099,GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,0.0,17592000.0,22424000.0,48237000.0,11675000.0,52240000.0,54642000.0,64685000.0,47477000.0,22709000.0,41301000.0,29534000.0,10379000.0,170533000.0,168164000.0,136212000.0,179564000.0,,,,,,,,,0.23,1.01,-0.81,0.86,NASDAQ,435000.0,723000.0,-928000.0,1282000.0,3446000.0,2395000.0,1217000.0,1613000.0,1,61595000.0,62582000.0,60749000.0,59834000.0,139225.6,7978000.0,35237000.0,-27418000.0,29627000.0,"139,225.60",,,,,4706000.0,,,4672000.0,12.8,"10,877.00",170533000.0,168164000.0,136212000.0,179564000.0,1899948000.0,2001686000.0,2016223000.0,2152096000.0,61595000.0,62582000.0,60749000.0,59834000.0,634020000.0,663418000.0,635879000.0,666804000.0,1265928000.0,1338268000.0,1380344000.0,1485292000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
499,WPC,W. P. CAREY REIT INC,Real Estate,0.02,,,,,1085967000.0,818194000.0,640373000.0,187809000.0,221048000.0,280170000.0,296347000.0,273213000.0,46500000.0,42095000.0,44827000.0,45342000.0,1093710000.0,847979000.0,640373000.0,199948000.0,742912000.0,786372000.0,794606000.0,804778000.0,0.65,0.51,0.21,0.57,New York Stock Exchange Inc.,6219000.0,9044000.0,7772000.0,11632000.0,65307000.0,72526000.0,70883000.0,68804000.0,1,8102448000.0,7972821000.0,8039002000.0,7866302000.0,3872238.9,142895000.0,111698000.0,47023000.0,125824000.0,"3,872,238.90",173714000.0,187541000.0,222445000.0,186463000.0,169458000.0,167747000.0,138893000.0,178053000.0,66.9,"57,881.00",389672000.0,397383000.0,406165000.0,409858000.0,17769285000.0,17631576000.0,17535024000.0,17307305000.0,8102448000.0,7972821000.0,8039002000.0,7866302000.0,8639499000.0,8585946000.0,8434124000.0,8366923000.0,9129786000.0,9045630000.0,9100900000.0,8940382000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
442,THC,TENET HEALTHCARE CORP,Health Care,0.03,-145000000.0,-216000000.0,-330000000.0,-173000000.0,2880000000.0,4094000000.0,3019000000.0,2999000000.0,747000000.0,1045000000.0,-331000000.0,815000000.0,908000000.0,881000000.0,930000000.0,907000000.0,7955000000.0,8759000000.0,7682000000.0,7913000000.0,5493000000.0,5538000000.0,4310000000.0,4451000000.0,2.64,4.89,3.32,4.27,New York Stock Exchange Inc.,110000000.0,241000000.0,83000000.0,143000000.0,203000000.0,202000000.0,203000000.0,204000000.0,1,12769000000.0,12776000000.0,13081000000.0,13082000000.0,4670535.2,259000000.0,472000000.0,318000000.0,406000000.0,"4,670,535.20",676000000.0,707000000.0,777000000.0,901000000.0,3524000000.0,3534000000.0,3365000000.0,3415000000.0,192.52,"24,260.00",5108000000.0,5122000000.0,5072000000.0,5223000000.0,29265000000.0,29372000000.0,28936000000.0,29237000000.0,12871000000.0,12871000000.0,13173000000.0,13170000000.0,7869000000.0,8075000000.0,8547000000.0,8653000000.0,21396000000.0,21297000000.0,20389000000.0,20584000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
1341,UI,UBIQUITI INC,Information Technology,0.0,-1866000.0,-2604000.0,-1986000.0,-2828000.0,126342000.0,165175000.0,133088000.0,150967000.0,231401000.0,233667000.0,152431000.0,123573000.0,303321000.0,318726000.0,352649000.0,368296000.0,916013000.0,926497000.0,961661000.0,1082297000.0,284791000.0,364094000.0,432294000.0,778522000.0,,2.12,2.26,2.98,New York Stock Exchange Inc.,17752000.0,30640000.0,30577000.0,41006000.0,16813000.0,10578000.0,11440000.0,5420000.0,1,669878000.0,527205000.0,381104000.0,,594516.76,103804000.0,127988000.0,136795000.0,180435000.0,"594,516.76",138369000.0,169206000.0,178812000.0,226861000.0,65771000.0,62412000.0,68418000.0,69013000.0,565.13,"1,052.00",507461000.0,550344000.0,599879000.0,664170000.0,1154412000.0,1157918000.0,1183718000.0,1298268000.0,757286000.0,599984000.0,451265000.0,383709000.0,95060000.0,188139000.0,290445000.0,436113000.0,1059352000.0,969779000.0,893273000.0,862155000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
142,CRH,CRH PUBLIC LIMITED PLC,Materials,0.12,-624000000.0,-505000000.0,-943000000.0,-645000000.0,3066000000.0,2978000000.0,3720000000.0,3352000000.0,1485000000.0,1486000000.0,2730000000.0,-659000000.0,5979000000.0,6456000000.0,5710000000.0,4919000000.0,15113000000.0,14840000000.0,14083000000.0,14242000000.0,10548000000.0,10668000000.0,10296000000.0,8712000000.0,1.88,1.97,1.02,-0.15,New York Stock Exchange Inc.,430000000.0,531000000.0,143000000.0,-58000000.0,155000000.0,164000000.0,160000000.0,181000000.0,1,9900000000.0,10672000000.0,10969000000.0,14213000000.0,20053303.53,1297000000.0,1353000000.0,733000000.0,-94000000.0,"20,053,303.53",1727000000.0,1875000000.0,1227000000.0,4000000.0,1948000000.0,2184000000.0,1933000000.0,1833000000.0,111.61,"179,673.00",9654000000.0,10515000000.0,8870000000.0,6756000000.0,48105000000.0,51221000000.0,50613000000.0,51921000000.0,14491000000.0,15506000000.0,15307000000.0,16993000000.0,21451000000.0,23166000000.0,22850000000.0,22357000000.0,26654000000.0,28055000000.0,27763000000.0,29564000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
2075,RGR,STURM RUGER INC,Consumer Discretionary,0.0,-8626000.0,-6782000.0,-3625000.0,-1124000.0,7153000.0,7522000.0,10028000.0,16180000.0,18740000.0,9398000.0,20021000.0,11145000.0,101607000.0,99615000.0,112589000.0,105843000.0,251951000.0,247114000.0,258357000.0,253435000.0,52021000.0,54970000.0,60809000.0,54801000.0,0.47,0.28,,0.46,New York Stock Exchange Inc.,2191000.0,527000.0,2531000.0,1979000.0,25000.0,24000.0,36000.0,16000.0,1,1903000.0,1766000.0,1747000.0,1572000.0,143352.72,8264000.0,4738000.0,10477000.0,7768000.0,"143,352.72",8972000.0,3742000.0,11409000.0,8472000.0,20182000.0,18930000.0,21777000.0,21423000.0,34.93,"4,104.00",130761000.0,122287000.0,145775000.0,135738000.0,376703000.0,373454000.0,384034000.0,379003000.0,1903000.0,1766000.0,1747000.0,1572000.0,321466000.0,314945000.0,319582000.0,321481000.0,55237000.0,58509000.0,64452000.0,57522000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
