,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
785,MUSA,MURPHY USA INC,Consumer Discretionary,0.01,-118000000.0,-136900000.0,-127000000.0,-87800000.0,79800000.0,52500000.0,47000000.0,49400000.0,260800000.0,202100000.0,248700000.0,128500000.0,4844100000.0,4616800000.0,4111400000.0,4041800000.0,820100000.0,689100000.0,748100000.0,716400000.0,970700000.0,858800000.0,947900000.0,891800000.0,6.92,7.2,6.96,2.63,New York Stock Exchange Inc.,597500000.0,601100000.0,,551800000.0,24900000.0,24400000.0,22900000.0,25400000.0,1,1781400000.0,1820000000.0,1832700000.0,1974200000.0,1827099.6,144800000.0,149200000.0,142500000.0,53200000.0,"1,827,099.60",218500000.0,222000000.0,210300000.0,88300000.0,389100000.0,399700000.0,388700000.0,395300000.0,373.64,"4,890.00",5451700000.0,5238500000.0,4710400000.0,4525400000.0,4429900000.0,4402400000.0,4541600000.0,4502500000.0,2261600000.0,2323400000.0,2368400000.0,2484200000.0,811300000.0,830100000.0,840100000.0,719600000.0,3618600000.0,3572300000.0,3701500000.0,3782900000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1963,PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,0.0,-398000.0,-4312000.0,,-499000.0,49956000.0,107376000.0,55622000.0,69321000.0,1739000.0,25637000.0,3321000.0,9071000.0,22457000.0,44966000.0,44182000.0,45124000.0,,,,,104250000.0,37346000.0,15900000.0,14840000.0,0.46,-0.43,0.61,1.49,NASDAQ,421000.0,-657000.0,-272000.0,3242000.0,19460000.0,29040000.0,27292000.0,22878000.0,1,58000000.0,152504000.0,139676000.0,129466000.0,172066.84,3282000.0,-4337000.0,6087000.0,15009000.0,"172,066.84",,,,,19460000.0,29040000.0,27292000.0,22878000.0,53.57,"3,212.00",22457000.0,44966000.0,44182000.0,45124000.0,3616055000.0,5360138000.0,5091657000.0,4999358000.0,162250000.0,189850000.0,155576000.0,144306000.0,340807000.0,475051000.0,468950000.0,481854000.0,3275248000.0,4885087000.0,4622707000.0,4517504000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1239,UNF,UNIFIRST CORP,Industrials,0.0,-49035000.0,-38480000.0,-33566000.0,-32520000.0,112246000.0,161571000.0,166246000.0,192174000.0,86287000.0,102257000.0,58124000.0,70180000.0,391244000.0,408604000.0,381054000.0,394145000.0,884389000.0,915676000.0,916397000.0,936847000.0,269819000.0,281437000.0,260898000.0,277560000.0,2.03,2.39,2.31,1.31,New York Stock Exchange Inc.,11277000.0,12437000.0,14831000.0,8174000.0,1406000.0,2652000.0,2695000.0,2213000.0,1,50676000.0,50568000.0,49505000.0,53650000.0,730335.76,38057000.0,44635000.0,43105000.0,24459000.0,"730,335.76",48450000.0,54048000.0,55531000.0,31214000.0,163634000.0,177215000.0,168323000.0,176860000.0,178.96,"4,081.00",603328000.0,639867000.0,604908000.0,602219000.0,2651418000.0,2696413000.0,2701752000.0,2733362000.0,68836000.0,68809000.0,67490000.0,70883000.0,2075608000.0,2108511000.0,2133647000.0,2143556000.0,575810000.0,587902000.0,568105000.0,589806000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2443,HRTX,HERON THERAPEUTICS INC,Health Care,0.0,,-431000.0,-638000.0,-109000.0,18386000.0,25741000.0,25802000.0,19269000.0,-4604000.0,3371000.0,-11780000.0,-8870000.0,10518000.0,9458000.0,10228000.0,8457000.0,191168000.0,195187000.0,209014000.0,212841000.0,80317000.0,85544000.0,91457000.0,88557000.0,-0.06,-0.03,0.02,0.01,NASDAQ,-9235000.0,-4848000.0,3663000.0,2635000.0,-9235000.0,-4848000.0,3663000.0,2635000.0,1,174229000.0,174475000.0,174726000.0,174966000.0,37131.6,-9235000.0,-4848000.0,3663000.0,2635000.0,"37,131.60",-6445000.0,-4458000.0,4173000.0,3154000.0,31951000.0,27810000.0,26380000.0,27292000.0,1.32,"28,130.00",36024000.0,32810000.0,40781000.0,38903000.0,218136000.0,220777000.0,233147000.0,235752000.0,178712000.0,178246000.0,177763000.0,177256000.0,-37940000.0,-40005000.0,-33651000.0,-28453000.0,256076000.0,260782000.0,266798000.0,264205000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Nano-Cap
2396,SNBR,SLEEP NUMBER CORP,Consumer Discretionary,0.0,-4767000.0,-3143000.0,-6287000.0,-4599000.0,2020000.0,1592000.0,1950000.0,1691000.0,-10227000.0,27306000.0,-23681000.0,-2626000.0,166923000.0,167089000.0,151236000.0,152726000.0,177384000.0,170268000.0,181284000.0,175366000.0,900570000.0,894042000.0,908012000.0,904379000.0,-0.22,-0.14,-0.21,-0.38,NASDAQ,-1099000.0,-489000.0,-4299000.0,-585000.0,12270000.0,12057000.0,11742000.0,11081000.0,1,327810000.0,318665000.0,307201000.0,294295000.0,55908.58,-5051000.0,-3136000.0,-4665000.0,-8646000.0,"55,908.58",7939000.0,10395000.0,6462000.0,1910000.0,233551000.0,249133000.0,219119000.0,238625000.0,9.73,"5,746.00",408413000.0,426617000.0,376817000.0,393261000.0,883645000.0,864651000.0,860810000.0,836791000.0,948924000.0,917653000.0,936108000.0,934609000.0,-446964000.0,-448784000.0,-451586000.0,-456844000.0,1330609000.0,1313435000.0,1312396000.0,1293635000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1936,VSTS,VESTIS CORP,Industrials,0.0,-20962000.0,-28118000.0,-14732000.0,-13510000.0,29098000.0,31010000.0,18564000.0,28806000.0,48658000.0,295588000.0,3780000.0,6658000.0,495759000.0,487315000.0,495260000.0,489991000.0,1019957000.0,787389000.0,809589000.0,817251000.0,429792000.0,456102000.0,448696000.0,437156000.0,0.04,-0.02,0.01,-0.21,New York Stock Exchange Inc.,3100000.0,1027000.0,708000.0,-6362000.0,29857000.0,31689000.0,23097000.0,22329000.0,1,1394528000.0,1147733000.0,1128444000.0,1158995000.0,181112.58,5037000.0,-2298000.0,832000.0,-27830000.0,"181,112.58",37523000.0,29776000.0,30399000.0,-8570000.0,164966000.0,167190000.0,158121000.0,183828000.0,4.51,"40,158.00",698248000.0,684281000.0,683780000.0,665249000.0,3145630000.0,2932387000.0,2897153000.0,2899007000.0,1621723000.0,1380402000.0,1361959000.0,1403066000.0,901177000.0,903051000.0,899590000.0,876274000.0,2244453000.0,2029336000.0,1997563000.0,2022733000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1726,VICR,VICOR CORP,Industrials,0.0,-6141000.0,-8455000.0,-1736000.0,-4550000.0,251884000.0,267605000.0,277273000.0,296099000.0,15566000.0,22577000.0,10117000.0,20128000.0,43083000.0,47422000.0,45806000.0,49603000.0,435335000.0,450824000.0,463034000.0,486964000.0,67836000.0,70371000.0,61820000.0,75661000.0,-0.03,0.26,0.23,0.06,NASDAQ,4216000.0,-2455000.0,1516000.0,424000.0,2810000.0,3032000.0,2843000.0,2714000.0,1,5724000.0,5605000.0,5620000.0,5353000.0,285681.98,-1196000.0,11552000.0,10246000.0,2539000.0,"285,681.98",2514000.0,5386000.0,9205000.0,-149000.0,40257000.0,40358000.0,41155000.0,44514000.0,51.9,"5,505.00",85854000.0,93166000.0,96166000.0,93968000.0,613234000.0,632762000.0,641118000.0,665038000.0,7481000.0,7344000.0,7336000.0,7028000.0,537457000.0,554870000.0,570291000.0,580563000.0,75777000.0,77892000.0,70827000.0,84475000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
834,TFX,TELEFLEX INC,Health Care,0.01,-34800000.0,-21180000.0,-32022000.0,-30011000.0,238567000.0,243235000.0,290188000.0,284122000.0,91312000.0,230976000.0,202470000.0,73094000.0,333233000.0,334203000.0,355494000.0,311230000.0,1438088000.0,1499303000.0,1471124000.0,1538914000.0,556751000.0,618753000.0,649360000.0,675909000.0,1.69,2.36,-2.95,2.07,New York Stock Exchange Inc.,17332000.0,19633000.0,9902000.0,13839000.0,21168000.0,21058000.0,18635000.0,18544000.0,1,1624222000.0,1661546000.0,1555871000.0,1807321000.0,1642153.89,80038000.0,111004000.0,-136656000.0,95002000.0,"1,642,153.89",124733000.0,144189000.0,140809000.0,130325000.0,291725000.0,285983000.0,299106000.0,259114000.0,129.09,"12,721.00",749691000.0,764375000.0,795409000.0,700669000.0,7441640000.0,7486291000.0,7097914000.0,7163290000.0,1820544000.0,1861359000.0,1755025000.0,2004982000.0,4558719000.0,4481717000.0,4278140000.0,4095164000.0,2882921000.0,3004574000.0,2819774000.0,3068126000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1297,CRVL,CORVEL CORP,Health Care,0.0,-7673000.0,-9886000.0,-9535000.0,-8661000.0,131908000.0,138349000.0,162944000.0,170584000.0,40439000.0,22308000.0,41647000.0,22921000.0,163567000.0,173632000.0,175115000.0,173333000.0,333258000.0,363333000.0,383161000.0,386689000.0,200585000.0,212859000.0,216738000.0,204036000.0,0.416667,0.45,0.46,0.51,NASDAQ,6458000.0,5272000.0,7029000.0,6901000.0,21577000.0,23398000.0,23771000.0,26419000.0,1,21714000.0,22922000.0,21189000.0,19953000.0,652770.21,21577000.0,23398000.0,23771000.0,26419000.0,"652,770.21",28035000.0,28670000.0,30800000.0,33320000.0,20120000.0,22078000.0,22058000.0,24861000.0,85.97,"7,593.00",211722000.0,224380000.0,227973000.0,231514000.0,486172000.0,518553000.0,538777000.0,545976000.0,30448000.0,31701000.0,29541000.0,28079000.0,263873000.0,282772000.0,300850000.0,321987000.0,222299000.0,235781000.0,237927000.0,223989000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
599,SOLV,SOLVENTUM CORP,Health Care,0.02,-58000000.0,-93000000.0,-127000000.0,-109000000.0,897000000.0,772000000.0,762000000.0,534000000.0,355000000.0,169000000.0,219000000.0,29000000.0,944000000.0,917000000.0,956000000.0,956000000.0,3363000000.0,3354000000.0,3249000000.0,3053000000.0,2571000000.0,2904000000.0,2703000000.0,2566000000.0,0.51,0.7,0.17,0.78,New York Stock Exchange Inc.,7000000.0,45000000.0,-17000000.0,-99000000.0,114000000.0,107000000.0,107000000.0,104000000.0,1,8306000000.0,7809000000.0,7810000000.0,7813000000.0,2837368.38,89000000.0,122000000.0,31000000.0,137000000.0,"2,837,368.38",244000000.0,275000000.0,136000000.0,152000000.0,893000000.0,890000000.0,983000000.0,962000000.0,72.38,"39,201.00",2081000000.0,2082000000.0,2075000000.0,2070000000.0,14578000000.0,14745000000.0,14457000000.0,14527000000.0,8306000000.0,8109000000.0,8010000000.0,7913000000.0,2867000000.0,3192000000.0,2959000000.0,3262000000.0,11711000000.0,11553000000.0,11498000000.0,11265000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
7,GOOG,ALPHABET INC CLASS C,Communication,1.75,-13186000000.0,-13061000000.0,-14276000000.0,-17197000000.0,27225000000.0,19959000000.0,23466000000.0,23264000000.0,26640000000.0,30698000000.0,39113000000.0,36150000000.0,35507000000.0,36474000000.0,40613000000.0,36361000000.0,161995000000.0,157541000000.0,163711000000.0,162052000000.0,77913000000.0,80803000000.0,89122000000.0,91654000000.0,1.89,2.12,2.15,2.81,NASDAQ,3932000000.0,5405000000.0,5707000000.0,7249000000.0,67000000.0,54000000.0,53000000.0,34000000.0,1,11876000000.0,10880000000.0,10883000000.0,10886000000.0,292455946.6,23619000000.0,26301000000.0,26536000000.0,34540000000.0,"292,455,946.60",27425000000.0,28521000000.0,30972000000.0,30606000000.0,21810000000.0,23273000000.0,24884000000.0,23267000000.0,232.66,"1,257,010.00",84742000000.0,88268000000.0,96469000000.0,90234000000.0,414770000000.0,430266000000.0,450256000000.0,475374000000.0,27801000000.0,26922000000.0,25461000000.0,23564000000.0,300753000000.0,314119000000.0,325084000000.0,345267000000.0,114017000000.0,116147000000.0,125172000000.0,130107000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mega-Cap
1086,FBP,FIRST BANCORP,Financials,0.01,-1717000.0,-2530000.0,-1621000.0,-1485000.0,582343000.0,684528000.0,1158715000.0,1327575000.0,71143000.0,117960000.0,96801000.0,108219000.0,227576000.0,228994000.0,221279000.0,244114000.0,,,,,180000000.0,210000000.0,,,0.46,0.45,0.46,0.47,New York Stock Exchange Inc.,25541000.0,22659000.0,20328000.0,23240000.0,72617000.0,72611000.0,70461000.0,64668000.0,1,481700000.0,401700000.0,561700000.0,331143000.0,975329.74,75838000.0,73727000.0,75701000.0,77059000.0,"975,329.74",,,,,72617000.0,72611000.0,70461000.0,64668000.0,22.33,"43,678.00",227576000.0,228994000.0,221279000.0,244114000.0,18881374000.0,18859170000.0,19292921000.0,19106983000.0,661700000.0,611700000.0,561700000.0,331143000.0,1491460000.0,1700885000.0,1669236000.0,1779342000.0,17389914000.0,17158285000.0,17623685000.0,17327641000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1304,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,0.0,-15263000.0,-15145000.0,-16688000.0,-15732000.0,50669000.0,136822000.0,183255000.0,52109000.0,70433000.0,65908000.0,93714000.0,11699000.0,339273000.0,351103000.0,344851000.0,357101000.0,320306000.0,409957000.0,437207000.0,351589000.0,265153000.0,269521000.0,307186000.0,320391000.0,0.408686,0.37,0.17,0.3,New York Stock Exchange Inc.,18096000.0,16415000.0,9848000.0,13254000.0,9318000.0,24060000.0,26439000.0,25548000.0,1,423048000.0,1472610000.0,1468917000.0,1618473000.0,643442.36,51737000.0,44338000.0,21512000.0,38911000.0,"643,442.36",83944000.0,86234000.0,59087000.0,80319000.0,54698000.0,52301000.0,61103000.0,63332000.0,23.54,"27,334.00",477915000.0,489638000.0,465041000.0,500752000.0,2363338000.0,2481042000.0,2521164000.0,2729238000.0,860983000.0,1947795000.0,1951366000.0,2136446000.0,1270392000.0,301232000.0,298724000.0,331061000.0,1092946000.0,2179810000.0,2222440000.0,2398177000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
493,CHRW,CH ROBINSON WORLDWIDE INC,Industrials,0.02,-19337000.0,-17288000.0,-15189000.0,-16082000.0,113166000.0,131704000.0,145762000.0,129942000.0,166422000.0,108055000.0,267930000.0,106531000.0,4157161000.0,4270947000.0,3854414000.0,3722205000.0,3179174000.0,3338986000.0,2969603000.0,2923725000.0,2244213000.0,2240837000.0,2324898000.0,2263365000.0,1.05,0.8,1.22,1.11,NASDAQ,30314000.0,46608000.0,19143000.0,21500000.0,,36282000.0,15350000.0,20051000.0,1,1421066000.0,1411356000.0,921857000.0,922087000.0,3901676.8,126251000.0,97229000.0,149306000.0,135302000.0,"3,901,676.80",178090000.0,180119000.0,183799000.0,176853000.0,148097000.0,193575000.0,146443000.0,147682000.0,127.84,"30,520.00",4483348000.0,4644641000.0,4184656000.0,4046740000.0,5512346000.0,5613355000.0,5297926000.0,5226114000.0,1982753000.0,1916909000.0,1741132000.0,1728790000.0,1510441000.0,1640066000.0,1722051000.0,1734725000.0,4001905000.0,3973289000.0,3575875000.0,3491389000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
797,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.01,-18191000.0,-12166000.0,-11048000.0,-16961000.0,434063000.0,446347000.0,544478000.0,486224000.0,118849000.0,95089000.0,176248000.0,29629000.0,60912000.0,62818000.0,63838000.0,66101000.0,1246981000.0,1143151000.0,1145935000.0,1205378000.0,431242000.0,318902000.0,259848000.0,429068000.0,1.72,1.9,1.73,0.4,NASDAQ,21399000.0,21408000.0,19456000.0,81089000.0,621000.0,346000.0,318000.0,213000.0,1,76081000.0,75077000.0,72654000.0,70803000.0,1787069.73,64938000.0,71489000.0,65139000.0,15065000.0,"1,787,069.73",81339000.0,87055000.0,79976000.0,88382000.0,55409000.0,56842000.0,58590000.0,54093000.0,180.13,"9,921.00",197660000.0,206715000.0,202404000.0,208576000.0,1886713000.0,1833049000.0,1789216000.0,1878096000.0,76081000.0,75077000.0,72654000.0,70803000.0,1329221000.0,1386254000.0,1388660000.0,1347313000.0,557492000.0,446795000.0,400556000.0,530783000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1896,IRMD,IRADIMED CORP,Health Care,0.0,-1269770.0,-4011484.0,-3056729.0,-3917300.0,48535140.0,51721051.0,52233907.0,50330880.0,6638526.0,9115714.0,5987069.0,4292092.0,3919283.0,4134253.0,4628308.0,4667831.0,73578234.0,74286227.0,75242219.0,75136765.0,7458293.0,8063010.0,8512308.0,8473444.0,0.38,0.4,0.4,0.37,NASDAQ,1368036.0,1368830.0,1197599.0,1258000.0,4901224.0,5049491.0,5146778.0,4687429.0,1,4231.0,2831.0,1424.0,0.0,197375.04,4901224.0,5049491.0,5146778.0,4687429.0,"197,375.04",5627043.0,5789120.0,5800217.0,5431456.0,8382550.0,8402586.0,8960642.0,9411350.0,72.14,"2,736.00",17928876.0,18325959.0,19389167.0,19510637.0,89949347.0,94246761.0,98325775.0,101729435.0,371849.0,264075.0,154688.0,59221.0,79671489.0,83432625.0,86818756.0,90054430.0,10277858.0,10814136.0,11507019.0,11675005.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
